0,0
1.02,0
2.02,0
3.010583,0
4.010583,24950
5.010583,24900
6.010583,24900
7.010583,24900
8.010583,24900
9.010583,24900
10.01058,24900
11.01058,24900
12.01058,24850
13.01058,24850
14.01058,24775
15.01058,24700
16.01058,24550
17.01058,24275
18.01058,23725
19.01058,23375
20.01058,23100
21.01058,22625
22.01058,22125
23.01058,21750
24.01058,21375
25.01058,20925
0,0
1.02,0
2.02,0
3.013987,0
4.013988,26180
5.013988,25970
6.011699,25970
7.007505,25970
8.007504,25970
9.007504,25970
10.0075,25970
11.0075,25970
12.0075,25935
13.0075,25865
14.0075,25690
15.0075,25620
16.00751,25130
17.00751,24780
18.00751,24570
19.00751,24325
20.00751,24010
21.00751,23485
22.00751,23065
23.00751,22505
24.00751,21735
25.00751,21035
26.00751,20510
27.00751,20020
28.00751,19390
29.00751,18690
30.00751,18270
31.00751,17640
32.0075,17080
33.0075,16450
34.0075,16065
35.0075,15435
36.0075,14840
37.0075,14245
38.0075,14000
39.0075,13475
40.0075,13265
41.0075,12775
42.0075,12110
43.0075,11830
44.0075,11480
45.0075,11165
46.0075,10815
47.0075,10430
48.0075,10115
49.0075,9800
50.0075,9310
51.0075,8960
52.00751,8505
53.00751,8155
54.00751,7630
55.00751,7420
56.00751,7175
57.00751,6825
58.00751,6580
59.00751,6265
60.00751,6090
61.00751,5880
62.00751,5810
63.00751,5600
64.00751,5460
65.00751,5320
66.00751,5250
67.00751,5180
68.00751,5075
69.00751,4970
70.00751,4900
71.00751,4865
72.00751,4830
73.00751,4760
74.00751,4690
75.00751,4620
76.00751,4515
77.00751,4480
78.00751,4410
0,0
1.02,0
2.00506,0
3.012562,0
4.012562,26215
5.012562,26110
6.012562,26110
7.010804,26110
8.006398,26110
9.006398,26110
10.0064,26110
11.0064,26075
12.0064,26075
13.00401,26005
14.00401,25830
15.00401,25655
16.00401,25550
0,0
1.02,0
2.010587,0
3.009944,0
4.009944,26180
5.02,26180
6.02,26180
7.02,26180
8.005898,26180
9.02,26180
10.0059,26180
11.02,26180
0,0
1.02,0
2.02,0
3.02,0
4.02,26250
5.02,26145
6.02,26145
7.02,26145
8.02,26145
0,0
1.017696,0
2.004468,0
3.001272,0
4.001272,26250
5.000909,26180
6.02,26180
7.02,26180
8.02,26215
9.02,26215
