Instigators 1 Followers 20 Lawful 79
4.01343,39072
5.01343,39072
6.01343,39072
7.01343,39072
8.01343,39072
9.01343,39072
10.01343,39072
11.01343,39072
12.01343,39072
13.01343,39072
14.01343,39072
15.01343,39072
16.01343,39072
17.01343,39072
18.01343,39072
19.01343,39072
20.01343,39072
21.01343,39072
22.01343,39072
23.01343,39006
24.01343,39006
25.01343,39006
26.01343,39006
27.01343,39006
28.01343,39006
29.01343,39006
30.01343,39006
31.01343,39006
32.01343,38940
33.01343,38940
34.01343,38940
35.01343,38940
36.01343,38940
37.01343,38940
38.01343,38874
39.01343,38874
40.01343,38874
41.01343,38874
42.01343,38808
43.01343,38742
44.01343,38676
45.01343,38676
46.01343,38610
47.01343,38610
48.01343,38544
49.01343,38544
50.01343,38478
51.01343,38478
52.01343,38478
53.01343,38478
54.01343,38346
55.01343,38280
56.01343,38148
57.01343,38082
58.01343,38016
59.01343,38016
60.01343,38016
61.01343,37950
62.01343,37884
63.01343,37884
64.01343,37884
65.01343,37818
66.01343,37818
67.01343,37752
68.01343,37686
69.01343,37686
70.01343,37686
71.01343,37620
72.01343,37422
73.01343,37356
74.01343,37356
75.01343,37290
76.01343,37224
77.01343,37158
78.01343,37158
79.01343,37092
80.01343,37026
81.01343,36894
82.01343,36828
83.01343,36828
84.01343,36696
85.01343,36696
86.01343,36696
87.01343,36696
88.01343,36564
89.01343,36564
90.01343,36564
91.01343,36564
92.01343,36498
93.01343,36498
94.01343,36432
95.01343,36300
96.01343,36300
97.01343,36234
98.01343,36234
99.01343,36168
100.0134,36102
101.0134,36036
102.0134,35970
103.0134,35970
104.0134,35970
105.0134,35970
106.0134,35904
107.0134,35904
108.0134,35706
109.0134,35640
110.0134,35508
111.0134,35442
112.0134,35310
113.0134,35310
114.0134,35310
115.0134,35244
116.0134,35244
117.0134,35178
118.0134,35178
119.0134,35178
120.0134,35178
121.0134,35112
122.0133,35112
123.0133,35046
124.0127,34914
125.0127,34848
126.0127,34782
127.0117,34716
128.0117,34650
129.0117,34584
130.0117,34584
131.0117,34518
132.0117,34452
133.0004,34386
134.02,34386
135.0067,34320
136.02,34320
137.02,34254
138.02,34254
139.02,34254
140.02,34254
141.02,34254
142.02,34254
143.0053,34188
144.0009,34188
145.0009,34188
146.02,34188
147.02,34188
148.02,34188
149.02,34188
150.02,34122
151.02,34122
152.02,34122
153.02,34122
154.0167,34056
155.0167,34056
156.0167,34056
157.0135,34056
158.0135,34056
159.0135,34056
160.0113,34056
161.0049,34056
