Instigators 1 Followers 20 Lawful 79
4.02,49302
5.02,49302
6.017555,49302
7.002593,49302
8.02,49302
9.02,49302
10.00059,49302
11.02,49302
12.02,49236
13.02,49302
14.02,49302
15.02,49302
16.02,49302
17.00193,49236
18.02,49236
19.00001,49236
20.02,47586
21.02,45804
22.02,44682
23.01364,42570
24.02,41118
25.02,41052
26.02,40920
27.01989,40986
28.02,40920
29.0168,40920
30.02,40920
31.02,40920
32.02,40854
33.02,40920
34.02,40920
35.02,40920
36.02,40854
37.02,40854
38.02,40854
39.01905,40854
40.02,40920
41.02,40920
42.02,40920
43.01513,40920
44.02,40920
45.02,40920
46.02,40920
47.02,40920
48.01765,40920
49.02,40722
50.02,40656
51.02,40656
52.02,40590
53.00086,40524
54.02,40392
55.02,40392
56.02,40326
57.02,40260
58.02,40260
59.01343,40260
60.02,40194
61.00421,40128
62.02,40062
63.02,39996
64.02,39930
65.02,39798
66.01569,39732
67.02,39600
68.01473,39534
69.02,39402
70.01871,39270
71.02,39138
72.00084,39072
73.02,39006
74.02,39006
75.0069,38940
76.02,38874
77.02,38808
78.02,38610
79.02,38412
80.02,38346
81.02,38346
82.00235,38346
83.02,38280
84.02,38148
85.02,38148
86.02,38148
87.01406,38148
88.00037,38016
89.02,37950
90.02,37950
91.02,37884
92.02,37752
93.02,37686
94.02,37488
95.02,37422
96.02,37356
97.02,37356
98.02,37224
99.02,37158
100.02,37026
101.0171,36960
102.0173,36828
103.02,36762
104.0018,36564
105.02,36498
106.02,36300
107.02,36168
108.02,36036
109.02,35970
110.0042,35838
111.02,35772
112.02,35640
113.0159,35508
114.02,35310
115.0166,35178
116.02,34980
117.02,34848
118.0194,34650
119.02,34452
120.02,34320
121.02,34188
122.02,33990
123.02,33858
124.02,33660
125.02,33528
126.02,33330
127.02,33198
128.02,33066
129.0003,33000
130.02,33000
131.02,32868
132.0111,32604
133.009,32538
134.02,32208
135.02,31878
136.02,31416
137.02,31152
138.0077,30822
139.02,30558
140.02,30294
141.02,30030
142.02,29832
143.02,29436
144.02,29238
145.02,28908
146.02,28710
147.02,28314
148.0056,28050
149.0034,27720
150.02,27390
151.0031,27126
152.0048,26862
153.02,26664
154.02,26400
155.02,26070
156.02,25938
157.02,25674
158.02,25476
159.0153,25212
160.02,24882
161.02,24618
162.02,24486
163.02,24288
164.0189,24090
165.02,23958
166.02,23694
167.02,23364
168.0124,23166
169.02,22902
170.02,22770
171.02,22572
172.02,22374
173.02,22110
174.02,21912
175.02,21714
176.02,21648
177.02,21582
178.02,21384
179.02,21318
180.02,21054
181.02,20724
182.02,20394
183.02,20064
184.02,19998
185.0194,19602
186.02,19272
187.02,19140
188.02,18876
189.02,18546
190.02,18480
191.02,18348
192.02,18216
193.0162,18150
194.02,18018
195.02,17952
196.02,17754
197.02,17688
198.02,17556
199.02,17556
200.02,17490
201.02,17358
202.02,17358
203.02,17226
204.02,17160
205.02,16962
206.02,16896
207.02,16764
208.02,16566
209.02,16500
210.02,16434
211.02,16368
212.02,16368
213.02,16302
214.02,16302
215.02,16302
216.0169,16302
217.02,16302
218.02,16236
219.0002,16236
220.02,16170
221.02,16170
222.02,16170
223.0136,16104
224.02,16104
225.02,16104
226.02,16038
227.02,15972
228.0176,15840
229.02,15774
230.0093,15642
231.02,15444
232.02,15246
233.02,15114
234.02,15048
235.0167,14982
236.02,14982
237.0156,14982
238.02,14850
239.02,14784
240.02,14784
241.02,14718
242.02,14586
243.02,14586
244.0137,14520
245.02,14454
246.02,14454
247.0174,14388
248.02,14256
249.02,14322
250.02,14190
251.02,14124
252.02,14124
253.02,14058
254.0166,14058
255.0076,13992
256.02,13992
257.02,13926
258.0097,13926
259.015,13926
260.0019,13860
261.02,13794
262.02,13794
263.0142,13794
264.02,13728
265.02,13596
266.0197,13464
267.02,13464
268.02,13200
269.02,13002
270.02,12936
271.02,12804
272.02,12738
273.02,12540
274.02,12474
275.02,12210
276.02,12144
277.02,12078
278.02,12078
279.02,11880
280.02,11748
281.02,11550
282.02,11286
283.02,11154
284.02,11022
285.02,10956
286.02,11022
287.0164,11022
288.0177,11022
289.02,10890
290.02,10824
291.02,10824
292.02,10758
293.0028,10758
294.02,10692
295.02,10626
296.02,10626
297.02,10626
298.02,10494
299.0196,10494
300.02,10494
301.02,10428
302.02,10494
303.0157,10494
304.02,10428
305.02,10494
306.02,10362
307.0199,10362
308.02,10230
309.02,10098
310.02,10098
311.004,10032
312.0134,10032
313.02,10032
314.0036,10032
315.02,10098
316.0032,10032
317.02,10098
318.02,10032
319.02,10032
320.02,9966
321.02,9900
322.02,9768
323.02,9768
324.02,9702
325.02,9636
326.02,9702
327.0031,9570
328.0013,9504
329.02,9438
330.02,9504
331.02,9372
332.02,9240
333.02,9240
334.02,9174
335.02,9108
336.0064,9042
337.02,8844
338.02,8844
339.02,8646
340.02,8514
341.02,8448
342.02,8448
343.0038,8448
344.0032,8514
345.0019,8580
346.0015,8448
347.0015,8382
348.0002,8316
349.0002,8316
350.0002,8316
351.0002,8316
352.02,8382
353.02,8382
354.02,8316
355.02,8316
356.02,8382
357.02,8382
358.02,8448
359.02,8514
360.02,8514
361.02,8448
362.02,8514
363.02,8514
364.02,8580
365.02,8514
366.02,8580
367.02,8712
368.02,8646
369.02,8646
370.02,8712
371.02,8778
372.02,8778
373.02,8712
374.02,8712
375.02,8712
376.02,8646
377.02,8646
378.02,8580
379.02,8448
380.02,8448
381.02,8448
382.02,8448
383.02,8448
384.02,8316
385.02,8250
386.02,8250
387.02,8118
388.02,8118
389.02,8052
390.02,7986
391.02,7986
392.02,7920
393.02,7854
394.02,7788
395.02,7722
396.02,7656
397.02,7524
398.02,7458
399.02,7392
400.02,7326
401.02,7392
402.02,7392
403.02,7458
404.02,7458
405.02,7458
406.02,7524
407.02,7524
408.02,7524
409.02,7524
410.02,7524
411.02,7590
412.02,7590
413.02,7590
414.02,7590
415.02,7590
416.02,7590
417.02,7656
418.02,7722
419.02,7656
420.02,7656
421.02,7722
422.02,7788
423.02,7854
424.02,7854
425.02,7854
426.02,7854
427.02,7920
428.02,7920
429.02,7920
430.02,7920
431.02,7986
432.02,7986
433.02,7986
434.02,7920
435.02,7854
436.02,7854
437.02,7854
438.02,7854
439.02,7788
440.02,7788
441.02,7788
442.02,7788
443.02,7788
444.02,7788
445.02,7788
446.02,7788
447.02,7788
448.02,7788
449.02,7788
450.02,7788
451.02,7788
452.02,7854
453.02,7920
454.02,7920
455.02,7920
456.02,7986
457.02,7986
458.02,7920
459.02,7920
460.02,7854
461.02,7854
462.02,7788
463.02,7788
464.02,7788
465.02,7788
466.02,7788
467.02,7854
468.02,7854
469.02,7788
470.02,7854
471.02,7854
472.02,7854
473.02,7920
474.02,7854
475.02,7854
476.02,7854
477.02,7854
478.02,7854
479.02,7920
480.02,7920
481.02,7920
482.02,7920
483.02,7986
484.02,7986
485.02,7986
486.02,8052
487.02,8052
488.02,8052
489.02,8052
490.02,7986
491.02,7986
492.02,8052
493.02,8052
494.02,8052
495.02,8052
496.02,8052
497.02,8052
498.02,8052
499.02,8052
500.02,8052
501.02,8052
502.02,8052
