Lawful;-147.1514,34.13257,117.9173
Lawful;-154.4873,33.65411,103.309
Lawful;-162.688,34.63642,146.5371
Lawful;-137.3288,35.00571,165.8679
Lawful;-151.0845,34.75298,149.7281
Lawful;-147.2823,34.31006,130.0668
Lawful;-164.9262,34.34022,134.144
Lawful;-155.3834,34.10021,122.4072
Lawful;-127.6412,34.76775,142.4697
Lawful;-154.2861,33.88556,113.1079
Lawful;-140.0372,35.05419,165.9778
Follower;-154.2744,34.42924,136.2987
Follower;-163.9134,34.13388,125.1791
Lawful;-123.9466,34.47795,133.6372
Follower;-162.4272,33.90372,115.1603
Lawful;-159.7477,33.88261,113.8436
Follower;-153.9572,34.45399,133.0653
Follower;-126.8417,34.60643,139.6177
Lawful;-138.6886,34.45789,130.7736
Lawful;-155.289,34.03726,119.7069
Lawful;-121.431,34.3628,128.2931
Follower;-136.0752,34.33056,129.1949
Lawful;-169.0853,34.02043,121.1768
Lawful;-128.0036,33.98652,113.2798
Lawful;-146.5106,34.7217,147.6672
Lawful;-123.3556,34.52708,238.2561
Lawful;-160.7183,34.53096,137.3895
Lawful;-167.5537,34.31631,133.5268
Lawful;-142.619,34.35793,127.0909
Follower;-167.1127,34.37978,136.189
Lawful;-156.2791,34.40968,131.51
Follower;-130.2065,34.69577,139.7537
Lawful;-127.7768,34.54029,136.9172
Lawful;-145.4617,34.64263,144.0994
Lawful;-133.5988,34.63366,137.4963
Follower;-144.3725,34.86266,153.3968
Lawful;-143.8105,34.24209,122.4357
Lawful;-220.8539,35.21974,181.6933
Lawful;-137.1444,34.98814,162.9519
Lawful;-149.5269,34.27569,124.7829
Lawful;-166.5688,33.98264,119.1755
Lawful;-149.5928,33.88089,112.17
Follower;-143.4404,34.96864,157.8132
Lawful;-135.9946,34.22884,124.8302
Follower;-134.9155,34.64413,142.5066
Lawful;-144.586,34.11497,116.84
Lawful;-155.5474,34.16274,125.1005
Follower;-165.8366,34.65425,143.6224
Lawful;-169.2094,34.41163,137.8893
Lawful;-157.4034,34.57737,143.1655
Lawful;-130.0612,34.31942,127.7743
Lawful;-134.7685,34.56749,134.9124
Lawful;-142.27,35.0794,163.0438
Lawful;-150.4293,34.4782,137.8012
Lawful;-159.8972,34.44184,133.5099
Lawful;-125.0701,34.53102,136.093
Lawful;-157.7017,34.05819,120.9888
Lawful;-158.5878,34.36578,130.1114
Follower;-160.4159,33.95723,117.1152
Follower;-145.1426,34.44387,135.4939
Lawful;-125.685,34.40893,130.9435
Lawful;-165.6776,34.26351,130.9701
Follower;-160.9589,33.46739,96.43126
Lawful;-129.7465,34.43164,132.5555
Lawful;-144.0632,34.80149,150.7153
Lawful;-171.4541,33.71212,108.4357
