Follower;-105.6553,33.49067,103.227
Follower;-98.90381,33.6547,108.1436
Lawful;-123.7499,32.93099,87.30563
Follower;-121.5848,33.8968,111.5882
Lawful;-127.3078,32.2688,70.46275
Follower;-125.2766,32.33203,72.26208
Follower;-91.37605,34.04315,135.7976
Lawful;-101.7906,33.62279,107.0121
Lawful;-94.9239,32.57889,81.65653
Follower;-152.7944,33.68895,104.6002
Lawful;-89.8781,32.63731,83.8308
Lawful;-100.5662,32.8244,87.2097
Instigator;-118.1354,33.45192,100.9305
Lawful;-88.38708,34.02985,143.9729
Lawful;-116.0857,33.27167,94.46304
Lawful;-91.79711,34.11697,149.456
Lawful;-92.52091,32.62766,83.28008
Lawful;-155.8469,33.60606,101.5482
Lawful;-107.2515,32.16792,70.19939
Lawful;-121.2344,33.52607,102.4011
Lawful;-115.717,32.42495,75.65755
Lawful;-123.0435,32.78675,83.64826
Follower;-103.2758,32.83612,87.18307
Lawful;-108.0018,33.41013,100.1916
Lawful;-113.3995,32.99278,87.34477
Lawful;-127.7896,33.79677,108.3714
Lawful;-126.5256,32.93948,87.21236
Lawful;-90.57999,34.06041,142.2658
Lawful;-104.8188,33.43173,100.2666
Lawful;-125.7413,33.33971,94.83289
Lawful;-121.1964,32.47794,76.34432
Lawful;-98.04539,32.77222,86.24527
Lawful;-106.9464,33.61024,106.1038
Follower;-106.3595,33.39066,98.04984
Follower;-88.71057,34.04922,146.7737
Follower;-110.4218,33.43838,101.3888
Lawful;-110.3015,33.35139,98.69288
Lawful;-92.60018,31.59668,57.22768
Lawful;-116.3016,33.17445,91.77215
Lawful;-113.6264,32.32866,73.50083
Lawful;-109.3716,32.83618,83.908
Lawful;-105.9412,32.87596,88.00426
Lawful;-98.88484,32.97345,91.17344
Lawful;-104.3758,31.88782,63.56647
Follower;-105.842,33.12012,91.69898
Lawful;-121.2822,32.86089,85.85243
Lawful;-118.1317,33.05449,88.64217
Lawful;-97.32963,32.87794,88.96953
Follower;-120.822,33.42335,97.39184
Lawful;-109.8885,32.15535,69.60767
Lawful;-148.9488,33.06165,87.73921
Instigator;-103.7723,33.55801,105.1612
Follower;-135.0224,32.38438,72.4185
Follower;-113.4159,33.23868,94.09218
Follower;-115.9184,32.95868,86.37445
Lawful;-128.8853,34.29845,126.7379
Lawful;-93.57366,33.39764,102.3441
Lawful;-135.2088,31.9784,62.33145
Lawful;-95.4603,32.79133,87.02477
Lawful;-102.1498,32.73039,84.73023
Lawful;-103.9244,32.94473,89.80239
Lawful;-120.5547,32.6789,78.95898
Lawful;-101.1966,33.50995,104.2628
Lawful;-115.8468,33.38485,99.4808
Follower;-111.7574,32.24203,71.55431
Follower;-76.47452,33.76508,133.6284
Lawful;-111.0798,33.03427,88.72634
Lawful;-112.4396,32.51448,78.22473
Follower;-115.288,33.52922,103.1421
Lawful;-92.72753,34.07888,138.2237
Lawful;-109.6482,33.62886,106.258
Lawful;-114.8688,32.72868,83.264
Lawful;-134.0212,33.98664,114.237
Lawful;-111.9643,33.2805,96.36957
Follower;-106.089,31.97917,65.6504
Lawful;-113.1174,33.45573,101.5405
Follower;-80.90313,32.2067,74.15831
Follower;-108.9518,33.52182,103.6523
Follower;-132.3987,33.19542,92.91322
Follower;-117.6597,33.27916,96.65389
Follower;-106.7019,33.27842,95.37424
Follower;-125.0903,33.82975,108.3706
Lawful;-115.4329,33.07079,89.21793
Lawful;-110.7212,33.23156,93.92324
