Lawful;-140.0592,34.12656,121.1297
Lawful;-147.9285,34.14251,118.4925
Lawful;-156.1677,34.46235,138.045
Lawful;-137.1699,34.49911,136.6659
Follower;-3561.683,-486.4865,15.7506
Lawful;-134.645,34.09126,118.8036
Follower;-3574.052,-516.3807,-26.92316
Follower;-3251.202,-694.4266,-45.8021
Lawful;-149.1012,34.31607,126.5704
Lawful;-150.9168,34.47133,137.6265
Follower;-4116.854,-622.6843,29.51348
Lawful;-142.205,34.3604,127.1387
Lawful;-153.5894,34.45274,137.2489
Lawful;-143.9588,33.87206,110.9124
Lawful;-153.0369,34.39589,134.5961
Lawful;-151.1769,34.36296,132.6348
Lawful;-165.1687,33.373,93.61385
Follower;-4320.205,-601.6951,2.624151
Lawful;-143.2791,34.41528,133.9982
Lawful;-121.7604,34.12261,118.1742
Lawful;-142.0744,34.38783,131.5209
Lawful;-139.387,34.06818,114.1466
Lawful;-180.008,33.34447,94.16529
Instigator;-168.0095,33.7052,107.6625
Follower;-4114.152,-616.9083,33.39889
Follower;-533.9114,5.699234,0.9871269
Follower;-4420.43,-593.6509,0.6534359
Lawful;-165.0001,34.30389,132.6409
Lawful;-105.2993,34.88857,220.957
Lawful;-163.4107,34.24584,129.9067
Lawful;-149.5419,34.72088,148.1702
Lawful;-167.1938,34.1491,126.3858
Follower;-4322.905,-599.1526,2.078954
Lawful;-174.394,34.51773,143.3079
Lawful;-144.7232,34.73249,147.9211
Follower;-3467.364,-634.3408,-20.66985
Lawful;-125.9475,33.81579,109.0518
Lawful;-164.7759,34.18611,127.5789
Lawful;-144.2069,33.80003,107.9384
Lawful;-153.9495,33.68198,104.4835
Lawful;-154.273,34.27327,125.4325
Lawful;-139.6307,34.51607,137.7761
Lawful;-147.1963,34.69847,146.8393
Lawful;-150.0606,34.78057,150.8205
Lawful;-160.2933,34.16763,126.0831
Follower;-3474.955,-621.2025,-16.29113
Follower;-3346.066,-698.8683,-42.42415
Lawful;-135.8953,34.29814,127.8041
Lawful;-144.0524,34.32317,129.5362
Lawful;-136.585,34.2347,125.1948
Lawful;-132.1011,34.12166,119.7073
Lawful;-148.9336,34.39797,134.1521
Instigator;-117.9235,33.85535,110.9906
Lawful;-144.8534,34.1451,118.2808
Lawful;-198.8149,33.6074,108.2963
Lawful;-138.678,34.26713,126.9023
Follower;-896.361,-546.2252,-369.7853
Lawful;-120.2304,35.28095,189.0881
Lawful;-149.2893,33.94817,114.7788
Follower;-2801.767,-528.2482,34.95005
Instigator;-160.3137,34.10416,123.3841
Lawful;-123.2486,33.84647,110.1267
Lawful;-151.5708,34.25547,124.1849
Follower;-3524.484,-545.188,402.6129
Lawful;-131.7326,33.70972,105.7556
Lawful;-166.8676,34.22159,129.4209
Lawful;-139.5759,33.6189,102.6659
Lawful;-132.8068,33.51186,100.7134
Lawful;-148.3501,34.46126,136.7875
Lawful;-141.4628,33.84861,109.5441
Lawful;-149.3233,34.31544,130.6734
Follower;-822.4424,-553.7109,-445.4058
