Follower;-106.0219,33.50487,104.0193
Follower;-92.12057,33.50854,109.6897
Lawful;-128.8986,32.90352,89.52438
Follower;-126.2749,33.86563,117.8533
Lawful;-120.5824,32.3002,76.96758
Follower;-121.3732,32.67267,84.96863
Follower;-108.4783,34.00248,125.8222
Lawful;-104.4318,33.51905,108.4334
Lawful;-94.454,32.67953,85.73098
Follower;-152.5816,33.43644,105.6225
Lawful;-91.68964,32.82437,92.53262
Lawful;-100.1853,32.87347,89.15658
Instigator;-127.277,34.01673,123.2347
Lawful;-78.85799,33.51492,137.808
Lawful;-118.1158,33.30293,103.1019
Lawful;-93.07422,33.87033,152.0242
Lawful;-92.94738,32.74503,90.14587
Lawful;-150.0306,33.46722,107.1
Lawful;-113.4296,32.38265,78.30694
Lawful;-123.1286,33.77668,114.5495
Lawful;-121.5745,32.79437,87.64481
Lawful;-126.9623,32.81551,87.64682
Follower;-103.4623,32.98156,90.95683
Lawful;-108.6301,33.52987,103.3522
Lawful;-115.6068,33.24664,93.16568
Lawful;-130.1732,33.8573,114.0672
Lawful;-130.8356,32.99158,91.40273
Lawful;-98.8319,33.89346,142.8942
Lawful;-102.4363,33.40723,103.0024
Lawful;-126.2006,33.49042,99.49689
Lawful;-124.2692,32.83858,87.51735
Lawful;-97.4944,32.82044,89.36743
Lawful;-107.0947,33.55317,108.9212
Follower;-106.9177,33.49491,101.2649
Follower;-95.69828,33.87762,149.7772
Follower;-110.0942,33.5633,105.6186
Lawful;-110.935,33.50343,101.9548
Lawful;-93.35204,31.62461,63.09208
Lawful;-118.5439,33.09211,97.60515
Lawful;-118.3972,32.84273,85.80485
Lawful;-109.6538,32.86675,83.87299
Lawful;-106.1214,33.03956,90.95542
Lawful;-99.38577,33.06443,96.38131
Lawful;-112.3775,31.99964,72.20992
Follower;-106.0942,33.31648,95.94285
Lawful;-125.5009,32.96517,89.91602
Lawful;-120.3817,33.24926,99.58131
Lawful;-97.50365,32.96671,94.44778
Follower;-120.6533,33.61271,107.9009
Lawful;-116.0192,32.40329,79.07068
Lawful;-142.4992,33.11479,94.52338
Instigator;-103.9866,33.49442,105.7733
Follower;-131.8326,32.42972,76.83266
Follower;-115.9626,33.31569,98.39005
Follower;-116.6241,33.11755,90.6685
Lawful;-127.3775,34.34999,134.9893
Lawful;-91.03506,33.46722,106.7085
Lawful;-125.4171,32.06997,72.13289
Lawful;-96.58906,32.85638,91.91
Lawful;-101.5196,32.85291,86.80946
Lawful;-104.0152,33.04911,93.59935
Lawful;-122.8044,32.94735,90.03791
Lawful;-98.87479,33.40153,106.615
Lawful;-115.3739,33.4876,105.0259
Follower;-117.794,32.68473,83.17161
Follower;-76.94083,33.4726,133.2092
Lawful;-112.9429,33.29422,92.72893
Lawful;-112.8818,32.78557,83.85208
Follower;-114.452,33.57183,108.217
Lawful;-102.5171,33.94695,140.8802
Lawful;-111.3454,33.61609,110.8539
Lawful;-115.6908,33.0356,88.13647
Lawful;-134.478,33.98788,115.2379
Lawful;-113.45,33.4201,99.37154
Follower;-114.2463,32.07751,74.15654
Lawful;-112.7434,33.55644,106.1274
Follower;-82.39159,32.38795,84.09989
Follower;-107.48,33.53802,106.2579
Follower;-137.2455,33.24225,98.98889
Follower;-119.0668,33.63842,110.0855
Follower;-108.0894,33.48454,98.83353
Follower;-128.2738,33.85992,115.9857
Lawful;-116.706,33.20386,95.63079
Lawful;-111.4462,33.39691,96.64581
Lawful;-114.8154,33.77441,116.762
Lawful;-129.1864,32.47152,77.36362
Follower;-114.01,33.34546,95.80145
Follower;-110.9225,33.59166,108.1876
Lawful;-113.1724,33.50059,103.4634
Lawful;-128.4408,33.76888,108.2375
Lawful;-103.4453,33.20718,96.464
Lawful;-126.109,33.79865,106.8726
Lawful;-123.475,33.96399,122.582
Lawful;-108.1047,33.04506,89.1558
Lawful;-110.7535,33.45554,99.26241
Follower;-87.58488,33.73311,146.5349
Lawful;-105.1372,33.97797,138.2253
Lawful;-111.2416,34.07317,132.2853
Lawful;-127.4411,33.05301,91.79133
Lawful;-79.54256,33.52,133.9107
Lawful;-100.9588,32.96905,92.93944
Follower;-88.681,32.76751,91.96871
Lawful;-122.6505,33.81964,117.3938
Instigator;-128.4317,33.18884,94.30079
Lawful;-109.6917,32.08786,72.44784
Lawful;-132.1454,33.7807,112.2252
Lawful;-127.6307,32.521,79.56955
Lawful;-133.3929,33.52728,101.4059
Lawful;-124.0641,32.68376,84.83641
Lawful;-121.6378,33.00125,92.47137
Lawful;-110.2512,33.20721,92.92134
Lawful;-133.7726,33.3374,97.87258
Lawful;-162.2242,33.34001,100.993
Lawful;-97.31906,32.74482,85.92805
Lawful;-123.2478,32.17328,74.3022
Follower;-129.1602,33.58769,101.2463
Follower;-101.3115,33.43534,105.4554
Lawful;-140.5246,34.33274,136.5112
Lawful;-133.3389,32.64499,83.18177
Follower;-135.6003,32.70982,85.0567
Lawful;-124.6285,33.63342,104.4391
Lawful;-116.1337,32.19505,76.08373
Lawful;-129.0052,33.34439,97.06573
Lawful;-104.2329,33.43914,100.989
Follower;-116.3461,33.33471,101.063
Lawful;-95.91671,31.70232,62.25217
